;;;;;;;Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh;Rajan ;Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh
;;;;;;;International Finance Corporation, Transamerica and others.;International ;Finance Corporation, Transamerica and others.
;;;;;;;TR Capital;TR ;Capital
;;;;;;;Shilpa Shetty Kundra;Shilpa ;Shetty Kundra
;;;;;;;Pravega Ventures and Beenext;Pravega ;Ventures and Beenext
;;;;;;;Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment;Line ;Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment
;;;;;;;Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy;Biz ;Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy
;;;;;;;Vidal Healthcare;Vidal ;Healthcare
;;;;;;;Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others;Sunil ;Munjal, Harsh Mariwala, Dalip Pathak and Others
;;;;;;;;;
;;;;;;;;;
;;;;;;;GEMS Advisory, Alok Mittal and Sachin Bhatia;GEMS ;Advisory, Alok Mittal and Sachin Bhatia
;;;;;;;Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media;Neoplux, ;OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media
;;;;;;;Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners;Omidyar ;Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners
;;;;;;;Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd;Sequoia ;Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd
;;;;;;;Emery Capital, Blacksoil and Kalaari Capital;Emery ;Capital, Blacksoil and Kalaari Capital
;;;;;;;Bay Capital Investments and Others;Bay ;Capital Investments and Others
;;;;;;;SAR Group;SAR ;Group
;;;;;;;Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG;Bessemer ;Venture Partners and Orios Venture Partners, JM Financials and MEMG
;;;;;;;CBA Capital and others;CBA ;Capital and others
;;;;;;;Sequoia Capital, SAIF Partners and Kalaari capital;Sequoia ;Capital, SAIF Partners and Kalaari capital
;;;;;;;Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani;Baskar ;Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani
;;;;;;;;;
;;;;;;;Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures;Ranjan ;Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures
;;;;;;;HDFC Life, HDFC Asset Management;HDFC ;Life, HDFC Asset Management
;;;;;;;Sequoia Capital;Sequoia ;Capital
;;;;;;;Vertex Ventures, Accel Partners and Saama Capital;Vertex ;Ventures, Accel Partners and Saama Capital
;;;;;;;Nexus Venture Partners;Nexus ;Venture Partners
;;;;;;;Avendus Finance Pvt. Ltd;Avendus ;Finance Pvt. Ltd
;;;;;;;Aegon NV;Aegon ;NV
;;;;;;;State Street Global Advisors;State ;Street Global Advisors
;;;;;;;Trifecta Capital;Trifecta ;Capital
;;;;;;;HR Fund;HR ;Fund
;;;;;;;Actis, Altimeter Capital;Actis, ;Altimeter Capital
;;;;;;;Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley;Venkat ;Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley
;;;;;;;Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.;Matrix ;Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.
;;;;;;;SoftBank, Tiger Global and Apoletto Managers.;SoftBank, ;Tiger Global and Apoletto Managers.
;;;;;;;Alteria Capital;Alteria ;Capital
;;;;;;;1Crowd, Ankur Capital;1Crowd, ;Ankur Capital
;;;;;;;Amit Burman, SIDBI Venture Capital;Amit ;Burman, SIDBI Venture Capital
;;;;;;;Pi Ventures, Axilor Ventures;Pi ;Ventures, Axilor Ventures
;;;;;;;Micromax Informatics Ltd;Micromax ;Informatics Ltd
;;;;;;;Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.;Jessica ;Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.
;;;;;;;Insight Venture Partners, Accel Partners and Tiger Global Management.;Insight ;Venture Partners, Accel Partners and Tiger Global Management.
;;;;;;;SucSEED Venture Partners;SucSEED ;Venture Partners
;;;;;;;Endiya Partners;Endiya ;Partners
;;;;;;;Kumar Vembu, Axilor Ventures;Kumar ;Vembu, Axilor Ventures
;;;;;;;Initia Holdings,Vipin Agarwal and others.;Initia ;Holdings,Vipin Agarwal and others.
;;;;;;;;;
;;;;;;;Accion Venture Lab, Unicorn India Ventures and ISME ACE.;Accion ;Venture Lab, Unicorn India Ventures and ISME ACE.
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Amit Singhal and Unitus Seed Fund;Amit ;Singhal and Unitus Seed Fund
;;;;;;;Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.;Google, ;Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.
;;;;;;;Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital;Alibaba, ;Helion Venture Partners, Bessemer Venture Partners, Ascent Capital
;;;;;;;Ant Financials;Ant ;Financials
;;;;;;;Omidyar Network;Omidyar ;Network
;;;;;;;CDC Group Plc;CDC ;Group Plc
;;;;;;;Man Capital LLP, Girnar Software, Others;Man ;Capital LLP, Girnar Software, Others
;;;;;;;Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others;Bhavesh ;Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others
;;;;;;;Montane Ventures;Montane ;Ventures
;;;;;;;;;
;;;;;;;Sandeep Mathur;Sandeep ;Mathur
;;;;;;;Meritech Capital Partners;Meritech ;Capital Partners
;;;;;;;Sistema Asia Fund;Sistema ;Asia Fund
;;;;;;;British and Indian Governments;British ;and Indian Governments
;;;;;;;Accel Partners, Sequoia Capital;Accel ;Partners, Sequoia Capital
;;;;;;;Social Capital;Social ;Capital
;;;;;;;Fullerton Financial Holdings Pte Ltd & Others;Fullerton ;Financial Holdings Pte Ltd & Others
;;;;;;;Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners;Bessemer ;Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners
;;;;;;;Trifecta Capital;Trifecta ;Capital
;;;;;;;Ashok Kumar Gajera;Ashok ;Kumar Gajera
;;;;;;;Tribe Impact Capital LLP;Tribe ;Impact Capital LLP
;;;;;;;Michael & Susan Dell Foundation, LGT Impact Ventures;Michael ;& Susan Dell Foundation, LGT Impact Ventures
;;;;;;;;;
;;;;;;;Axis Capital Partners;Axis ;Capital Partners
;;;;;;;Dewang Neralla, Mahesh Kothurkar,Atul Agarwal;Dewang ;Neralla, Mahesh Kothurkar,Atul Agarwal
;;;;;;;S7 Group;S7 ;Group
;;;;;;;Michael Patrick Hickey;Michael ;Patrick Hickey
;;;;;;;Network 18;Network ;18
;;;;;;;Sequoia and Jerry Yang;Sequoia ;and Jerry Yang
;;;;;;;Mohammed Khan, Sameer Narayan & Others;Mohammed ;Khan, Sameer Narayan & Others
;;;;;;;Hinduja Leyland Finance, IntelleGrow;Hinduja ;Leyland Finance, IntelleGrow
;;;;;;;Ankur Capital;Ankur ;Capital
;;;;;;;Lightspeed & Yuri Milner;Lightspeed ;& Yuri Milner
;;;;;;;Wargburg Pincus, Sequoia;Wargburg ;Pincus, Sequoia
;;;;;;;Blume Ventures, HealthQuad and Fireside Ventures;Blume ;Ventures, HealthQuad and Fireside Ventures
;;;;;;;PNC, Citi Ventures;PNC, ;Citi Ventures
;;;;;;;Auxano Deals;Auxano ;Deals
;;;;;;;Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal;Kris ;Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal
;;;;;;;Dr Devi Shetty;Dr ;Devi Shetty
;;;;;;;Startup Buddy,Amit Manocha and others;Startup ;Buddy,Amit Manocha and others
;;;;;;;Tencent Holdings Ltd, Times Internet;Tencent ;Holdings Ltd, Times Internet
;;;;;;;Y Combinator, Khosla Ventures, Vy Capital and others;Y ;Combinator, Khosla Ventures, Vy Capital and others
;;;;;;;Unitus Seed Fund;Unitus ;Seed Fund
;;;;;;;Recruit Holdings, Sequoia Capital India, Accel Partners;Recruit ;Holdings, Sequoia Capital India, Accel Partners
;;;;;;;Eight Roads Ventures India;Eight ;Roads Ventures India
;;;;;;;Claris Capital, Mumbai Angels Network;Claris ;Capital, Mumbai Angels Network
;;;;;;;Rohan Agila;Rohan ;Agila
;;;;;;;Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.;Nederlandse ;Financierings-Maatschappij voor Ontwikkelingslanden N.V.
;;;;;;;;;
;;;;;;;RuNet & Other;RuNet ;& Other
;;;;;;;Amazon-Patni JV;Amazon-Patni ;JV
;;;;;;;responsAbility, Elevar Equity and Accel Partners;responsAbility, ;Elevar Equity and Accel Partners
;;;;;;;Morgan Stanley Private Equity Asia;Morgan ;Stanley Private Equity Asia
;;;;;;;Pankaj Chopra, Ankush Gupta;Pankaj ;Chopra, Ankush Gupta
;;;;;;;Tiger Global, Y Combinator;Tiger ;Global, Y Combinator
;;;;;;;Indian fintech fund, Rainmatter;Indian ;fintech fund, Rainmatter
;;;;;;;Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund;Sunil ;Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund
;;;;;;;Goldman Sachs, hedge fund & Others;Goldman ;Sachs, hedge fund & Others
;;;;;;;Polaris Fund;Polaris ;Fund
;;;;;;;Xiaomi Singapore, Shunwei Capital;Xiaomi ;Singapore, Shunwei Capital
;;;;;;;The Chennai Angels;The ;Chennai Angels
;;;;;;;Lionrock Capital;Lionrock ;Capital
;;;;;;;Incubate Fund India, Anuj Agrawal;Incubate ;Fund India, Anuj Agrawal
;;;;;;;DMI Finance;DMI ;Finance
;;;;;;;Dr. Ranjan Pai;Dr. ;Ranjan Pai
;;;;;;;Unilever Ventures;Unilever ;Ventures
;;;;;;;LeapFrog Investments, Aspada Investment, Quona Capital;LeapFrog ;Investments, Aspada Investment, Quona Capital
;;;;;;;Avendus Finance;Avendus ;Finance
;;;;;;;IFMR Capital;IFMR ;Capital
;;;;;;;Chennai Angels, Lead Angels, LetsVenture;Chennai ;Angels, Lead Angels, LetsVenture
;;;;;;;Pravega Ventures;Pravega ;Ventures
;;;;;;;RNT Capital;RNT ;Capital
;;;;;;;Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy;Ventureast, ;Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy
;;;;;;;Blume Ventures;Blume ;Ventures
;;;;;;;Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.;Shivani ;Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.
;;;;;;;Accel Partners;Accel ;Partners
;;;;;;;Axilor Ventures, Newfort Capital;Axilor ;Ventures, Newfort Capital
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;HDFC Bank, Axis Bank;HDFC ;Bank, Axis Bank
;;;;;;;;;
;;;;;;;Scale Minds;Scale ;Minds
;;;;;;;;;
;;;;;;;;;
;;;;;;;NB Ventures;NB ;Ventures
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Apis Partner, Eight Roads Ventures, Bamboo Capital Partners;Apis ;Partner, Eight Roads Ventures, Bamboo Capital Partners
;;;;;;;;;
;;;;;;;Eduardo Saverin;Eduardo ;Saverin
;;;;;;;;;
;;;;;;;Somerset Indus Capital Ventures;Somerset ;Indus Capital Ventures
;;;;;;;IDG Ventures;IDG ;Ventures
;;;;;;;Tiger Global;Tiger ;Global
;;;;;;;Singapore Angel Network, Mumbai Angel;Singapore ;Angel Network, Mumbai Angel
;;;;;;;Village Capital;Village ;Capital
;;;;;;;Village Capital;Village ;Capital
;;;;;;;Aamir Khan;Aamir ;Khan
;;;;;;;HT Media;HT ;Media
;;;;;;;Hyderabad Angels;Hyderabad ;Angels
;;;;;;;Accel Partners;Accel ;Partners
;;;;;;;Munesh Khanna;Munesh ;Khanna
;;;;;;;Canaan Partners;Canaan ;Partners
;;;;;;;Rakesh Jhunjhunwala;Rakesh ;Jhunjhunwala
;;;;;;;Bessemer Venture Partners;Bessemer ;Venture Partners
;;;;;;;Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre;Mohan ;Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre
;;;;;;;RB Investments;RB ;Investments
;;;;;;;Matrix Partners;Matrix ;Partners
;;;;;;;RoundGlass Partners LLC;RoundGlass ;Partners LLC
;;;;;;;Accel Partners, Sequoia Capital, RB Investments;Accel ;Partners, Sequoia Capital, RB Investments
;;;;;;;Mumbai Angels Network;Mumbai ;Angels Network
;;;;;;;Mountain Pain Capital, Suncoast Investments;Mountain ;Pain Capital, Suncoast Investments
;;;;;;;;;
;;;;;;;InsuResillience Investment Fund;InsuResillience ;Investment Fund
;;;;;;;Costanoa, Learn Capital, Jyoti Bansal;Costanoa, ;Learn Capital, Jyoti Bansal
;;;;;;;Unilever Ventures;Unilever ;Ventures
;;;;;;;Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh;Swati ;Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh
;;;;;;;Axilor Ventures, E-City VEntures Atul Goel;Axilor ;Ventures, E-City VEntures Atul Goel
;;;;;;;"""Kedaraa Capital, Ontario Teachers\\'""";"""Kedaraa ";"Capital, Ontario Teachers\\'"""
;;;;;;;Omidyar Network;Omidyar ;Network
;;;;;;;Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments;Ambarish ;Gupta, Aneesh Reddy, Bold Ventures, Vona Investments
;;;;;;;Venture Catalysts;Venture ;Catalysts
;;;;;;;Eight Roads Ventures India;Eight ;Roads Ventures India
;;;;;;;Gaurav Gupta;Gaurav ;Gupta
;;;;;;;Jones Lang LaSalle;Jones ;Lang LaSalle
;;;;;;;Manish Poddar, Arun Garg, Parmeshwar Sharma;Manish ;Poddar, Arun Garg, Parmeshwar Sharma
;;;;;;;CIO Angel Network;CIO ;Angel Network
;;;;;;;Jayant Humbarwadi;Jayant ;Humbarwadi
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Kae Capital Management, Nazara Technologies;Kae ;Capital Management, Nazara Technologies
;;;;;;;Venture Catalysts;Venture ;Catalysts
;;;;;;;IDG Ventures India;IDG ;Ventures India
;;;;;;;IDG Ventures India;IDG ;Ventures India
;;;;;;;Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke;Alok ;Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke
;;;;;;;Infosys co-founder Kris Gopalakrishnan;Infosys ;co-founder Kris Gopalakrishnan
;;;;;;;Matrix Partners India, Khosla Ventures;Matrix ;Partners India, Khosla Ventures
;;;;;;;Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm;Titan ;Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm
;;;;;;;Lumis Partners;Lumis ;Partners
;;;;;;;Quona Capital Management;Quona ;Capital Management
;;;;;;;Pioneering Ventures, Syngenta AG;Pioneering ;Ventures, Syngenta AG
;;;;;;;Axilor Ventures, Kumar Vembu;Axilor ;Ventures, Kumar Vembu
;;;;;;;Info Edge;Info ;Edge
;;;;;;;Matrix Partners;Matrix ;Partners
;;;;;;;IDG Ventures, IDFC-Parampara Fund;IDG ;Ventures, IDFC-Parampara Fund
;;;;;;;Singtel, Innov8, Harmony Partners;Singtel, ;Innov8, Harmony Partners
;;;;;;;Wipro Consumer Care;Wipro ;Consumer Care
;;;;;;;Accel Partners;Accel ;Partners
;;;;;;;GAIL India Ltd;GAIL ;India Ltd
;;;;;;;Vertex Ventures;Vertex ;Ventures
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Rugmini Menon;Rugmini ;Menon
;;;;;;;Omidyar Network;Omidyar ;Network
;;;;;;;Girish Mathrubootham, Apurva Chamaria, Rohit Chanana;Girish ;Mathrubootham, Apurva Chamaria, Rohit Chanana
;;;;;;;Nishit Sharma, Alok Srivastava;Nishit ;Sharma, Alok Srivastava
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;SSCBS Innovation, Incubation Foundation (SIIF);SSCBS ;Innovation, Incubation Foundation (SIIF)
;;;;;;;Z Nation Lab;Z ;Nation Lab
;;;;;;;Skycatcher Fund, Aravind Sanka;Skycatcher ;Fund, Aravind Sanka
;;;;;;;Notion Capital, IDG Ventures;Notion ;Capital, IDG Ventures
;;;;;;;;;
;;;;;;;Vida Ventures, Dr. Aniruddha Malpani;Vida ;Ventures, Dr. Aniruddha Malpani
;;;;;;;Sabre Partners, MEMG CDC;Sabre ;Partners, MEMG CDC
;;;;;;;;;
;;;;;;;Global Institutional Investors;Global ;Institutional Investors
;;;;;;;Axilor Ventures;Axilor ;Ventures
;;;;;;;Sandeep Aggarwal;Sandeep ;Aggarwal
;;;;;;;Uniliver Ventures;Uniliver ;Ventures
;;;;;;;Javelin StartupO Victory Fund;Javelin ;StartupO Victory Fund
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Amit Patni;Amit ;Patni
;;;;;;;Sixth Sense Ventures;Sixth ;Sense Ventures
;;;;;;;Gaja Capital;Gaja ;Capital
;;;;;;;IFMR Capital;IFMR ;Capital
;;;;;;;NB Ventures, MediAssist;NB ;Ventures, MediAssist
;;;;;;;Matrix PArtners, Accel;Matrix ;PArtners, Accel
;;;;;;;Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha;Startup ;Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha
;;;;;;;Venture Catalysts;Venture ;Catalysts
;;;;;;;Tencent, Softbank Group;Tencent, ;Softbank Group
;;;;;;;Digital Garage;Digital ;Garage
;;;;;;;Sprout Angels;Sprout ;Angels
;;;;;;;;;
;;;;;;;Blume Ventures, IDG Ventures & Indian Angel Network;Blume ;Ventures, IDG Ventures & Indian Angel Network
;;;;;;;;;
;;;;;;;Sequoia India, Helion Venture Partners, Beenext;Sequoia ;India, Helion Venture Partners, Beenext
;;;;;;;Carpediem Capital;Carpediem ;Capital
;;;;;;;Epsilon Venture Partners, Tara India Fund IV and others;Epsilon ;Venture Partners, Tara India Fund IV and others
;;;;;;;Das Capital, Axan Partners, Das Capital and IT Farm;Das ;Capital, Axan Partners, Das Capital and IT Farm
;;;;;;;Das Capital, Simile Ventures;Das ;Capital, Simile Ventures
;;;;;;;Daffodil Software;Daffodil ;Software
;;;;;;;Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy;Firoze ;Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy
;;;;;;;Shailesh Haribhakti;Shailesh ;Haribhakti
;;;;;;;Aequs Group;Aequs ;Group
;;;;;;;Orient BlackSwan;Orient ;BlackSwan
;;;;;;;Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities;Rahul ;Agarwalla, Keshav Sanghi, Batlivala & Karani Securities
;;;;;;;Multipoint Capital,;Multipoint ;Capital,
;;;;;;;Saama Capital and DSG Consumer Partners;Saama ;Capital and DSG Consumer Partners
;;;;;;;SAIF Partners, YCombinator, Venture Highway;SAIF ;Partners, YCombinator, Venture Highway
;;;;;;;KStart Capital;KStart ;Capital
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Wellington Management, DG Ventures India, True North;Wellington ;Management, DG Ventures India, True North
;;;;;;;Vida Ventures, Snehal Mantri, Anshu Bahadur;Vida ;Ventures, Snehal Mantri, Anshu Bahadur
;;;;;;;Tiger Global Management;Tiger ;Global Management
;;;;;;;Xiaomi Technologies, Shunwei Capital;Xiaomi ;Technologies, Shunwei Capital
;;;;;;;Amicus Capital;Amicus ;Capital
;;;;;;;Accel Partners, Zephyr Peacock;Accel ;Partners, Zephyr Peacock
;;;;;;;;;
;;;;;;;Nexus, GREE Ventures;Nexus, ;GREE Ventures
;;;;;;;Innoven Capital;Innoven ;Capital
;;;;;;;Undisclosed Investor;Undisclosed ;Investor
;;;;;;;SAIF Partners, Helion Ventures, FIL Capital Management;SAIF ;Partners, Helion Ventures, FIL Capital Management
;;;;;;;DSG Consumer Partners, Sequoia Capital, Saama Capital;DSG ;Consumer Partners, Sequoia Capital, Saama Capital
;;;;;;;IFMR Capital;IFMR ;Capital
;;;;;;;Rockstart Accelerator;Rockstart ;Accelerator
;;;;;;;Indian Angel network, IAN Fund;Indian ;Angel network, IAN Fund
;;;;;;;Venture Catalysts;Venture ;Catalysts
;;;;;;;Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh;Matrix ;Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh
;;;;;;;Blume Ventures, Indian Angel Network;Blume ;Ventures, Indian Angel Network
;;;;;;;Greenfield Advisory;Greenfield ;Advisory
;;;;;;;Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora;Abhishek ;Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora
;;;;;;;Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments;Hunch ;Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments
;;;;;;;Helion Ventures Partners;Helion ;Ventures Partners
;;;;;;;Kotak Mahindra Bank;Kotak ;Mahindra Bank
;;;;;;;Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary;Incubate ;Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary
;;;;;;;Y Combinator;Y ;Combinator
;;;;;;;ANI Technologies Pvt. Ltd;ANI ;Technologies Pvt. Ltd
;;;;;;;Mahindra & Mahindra and Infuse Ventures;Mahindra ;& Mahindra and Infuse Ventures
;;;;;;;TannCam Investment & Sistema Asia Fund;TannCam ;Investment & Sistema Asia Fund
;;;;;;;IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala;IL&FS, ;Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala
;;;;;;;YourNest Angel Fund;YourNest ;Angel Fund
;;;;;;;Stellaris Venture Partners, Mayur Abhaya, Rohit MA;Stellaris ;Venture Partners, Mayur Abhaya, Rohit MA
;;;;;;;;;
;;;;;;;Accel Partners, Exfinity Ventures, Partech Ventures;Accel ;Partners, Exfinity Ventures, Partech Ventures
;;;;;;;SRI Capital, BeeNext, Pravega Ventures;SRI ;Capital, BeeNext, Pravega Ventures
